name,name_corrected,alpha_2,alpha_3,country_code,iso_3166_2,region,sub_region,intermediate_region,region_code,sub_region_code,intermediate_region_code,airport.n,airport_souce,area.2020,area_souce,seaport.n,seaport_souce,GADM.clim_ncell,GADM.clim_ncellNA,GADM.clim_ncellAVL,wc2.1_10m_bio_1,wc2.1_10m_bio_12,clim_souce,wto.member,wto.year,wto_souce,Total_Population_1.July_1k_pop_2016,Total_Population_1.July_1k_pop_2017,Total_Population_1.July_1k_pop_2018,Total_Population_1.July_1k_pop_2019,Total_Population_1.July_1k_pop_2020,Area_km2_pop_2016,Area_km2_pop_2017,Area_km2_pop_2018,Area_km2_pop_2019,Area_km2_pop_2020,population_density_km2_pop_2016,population_density_km2_pop_2017,population_density_km2_pop_2018,population_density_km2_pop_2019,population_density_km2_pop_2020,mean.population_1k,mean.area_km2,mean.population.density_km2,population_souce,HS_06,HS_07,HS_08,HS_12,HS_TOTAL,HS_06_cpi2016,HS_07_cpi2016,HS_08_cpi2016,HS_12_cpi2016,HS_TOTAL_cpi2016,HS_TOTAL.n,years.used,trade_souce,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop.mean,Pop.and.GDP.source,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp.mean,gdp.n,gdp.years.used,gdp_2016_cpi2016,gdp_2017_cpi2016,gdp_2018_cpi2016,gdp_2019_cpi2016,gdp_2020_cpi2016,gdp.mean_cpi2016,island,island.source,HS_06_n_importers_avg,HS_07_n_importers_avg,HS_08_n_importers_avg,HS_12_n_importers_avg,HS_TOTAL_n_importers_avg,HS_06_shannon_avg,HS_07_shannon_avg,HS_08_shannon_avg,HS_12_shannon_avg,HS_TOTAL_shannon_avg,HS_06_simpson_avg,HS_07_simpson_avg,HS_08_simpson_avg,HS_12_simpson_avg,HS_TOTAL_simpson_avg,HS_06_evenness_avg,HS_07_evenness_avg,HS_08_evenness_avg,HS_12_evenness_avg,HS_TOTAL_evenness_avg,HS_06_total_trade_cpi2016_avg,HS_07_total_trade_cpi2016_avg,HS_08_total_trade_cpi2016_avg,HS_12_total_trade_cpi2016_avg,HS_TOTAL_total_trade_cpi2016_avg,Observed_SR,Observed_PD,Observed_MPD,Observed_MNTD,Null_mean_PD,Null_mean_MPD,Null_mean_MNTD,Null_sd_PD,Null_sd_MPD,Null_sd_MNTD,SES_PD,SES_MPD,SES_MNTD,P_value_PD,P_value_MPD,P_value_MNTD,n_rand
Slovakia,Slovakia,SK,SVK,703,ISO 3166-2:SK,Europe,Eastern Europe,NA,150,151,NA,26,Global Airport Database,49030,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332583,217,7.722458577,734.2211982,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,5431.2,5439.42,5446.75,5453.92,5456.68,49031.32617,49034.70657,49034.47965,49032.81489,49031.1798,110.77,110.93,111.08,111.23,111.29,5445.594,49032.90142,111.06,World Trade Organization,87261938.46,291182354.7,377589785.7,104536455.7,85142733083,83486910.94,278794891.1,362007806.4,100339015.4,81631182280,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,5428.704,5439.232,5446.771,5454.147,5458.827,5445.5362,Gravity database,89551831.04,95393515.08,105612792.5,105284375.6,105172564.5,100203015.8,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,89551831.04,93404074.6,100944677.4,98839822.22,97531622.92,96054405.63,no,NA,56.2,78.2,100.4,74.2,223,1.686100927,2.555086951,3.224019384,2.515500418,3.044770004,0.672067257,0.897234797,0.937360711,0.873212313,0.92097032,0.418937515,0.58646126,0.699856787,0.584231077,0.563099348,70720664.69,264927288.3,350388724.2,82741035.09,74231478299,34,2512.589407,223.2638433,88.08501126,3182.553586,273.0238188,138.5777356,378.6896505,28.75127108,19.06326888,-1.769164216,-1.730705238,-2.648691821,0.963,1,1,999
Slovenia,Slovenia,SI,SVN,705,ISO 3166-2:SI,Europe,Southern Europe,NA,150,39,NA,15,Global Airport Database,20480,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332714,86,8.486141216,1436.151163,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,2090.02,2098.39,2105.92,2112.9,2117.64,20137.00742,20138.09981,20136.92867,20138.20053,20137.31457,103.79,104.2,104.58,104.92,105.16,2104.974,20137.5102,104.53,World Trade Organization,56337560.71,147095306.5,246531379.2,44850452.56,33756374816,54035893.81,140921895.4,236332762.6,42993649.2,32308117903,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,2064.845,2066.388,2073.894,2088.385,2102.419,2079.1862,Gravity database,43990634.5,48589100.04,54163591.7,54178877.61,53589609.58,50902362.68,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,43990634.5,47575769.92,51769545.71,50862538.7,49696245.59,48778946.88,no,NA,68.4,92.2,108.6,83.6,219.8,1.707854723,2.591123436,3.005005058,2.918697756,3.205042618,0.682140422,0.878864751,0.921268897,0.911162319,0.929418856,0.404198694,0.572928252,0.641048637,0.659496027,0.594334634,54035567.16,140886946.4,236264312.5,42549948.97,31863424582,17,1493.113437,212.9479961,103.5356427,1861.901626,275.6952826,168.4113625,320.0383008,42.17656659,30.35354649,-1.152325169,-1.487728652,-2.137335741,0.894,1,0.993,999
Solomon Islands,Solomon Islands,SB,SLB,90,ISO 3166-2:SB,Oceania,Melanesia,NA,9,54,NA,5,Global Airport Database,28900,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2332713,87,25.69391051,3292.436782,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,628.1,643.63,659.25,674.99,691.19,28798.71619,28797.76286,28800.78637,28796.50171,28799.58333,21.81,22.35,22.89,23.44,24,659.432,28798.67009,22.898,World Trade Organization,2526.669333,1378701.5,630385.6373,201372.873,542337395.6,2458.117842,1348192.439,616571.4049,197199.6548,529502109.6,3,2016; 2017; 2018,UN Comtrade,599.419,636.03,652.856,669.821,686.878,649.0008,Gravity database,1202125.056,1483793.468,1574622.018,1570093.229,1545888.426,1475304.439,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1202125.056,1452848.82,1505023.282,1473986.379,1433577.357,1413512.179,yes,https://wikimili.com/en/List_of_island_countries,2,8,7.666666667,9,93,0.270416778,0.775001317,1.004218117,1.160160541,2.375259083,0.161487269,0.44890836,0.545689999,0.568942474,0.874414673,0.390128944,0.378633735,0.507783043,0.525199089,0.52414001,1221.799451,1345083.677,613797.1434,196608.9278,499800953.7,78,4712.536205,237.6769451,84.83018076,5729.694435,266.1820571,103.9138074,415.8566479,16.57971376,10.16823324,-2.44593476,-1.719276485,-1.876788841,0.984,0.987,0.972,999
Somalia,Somalia,SO,SOM,706,ISO 3166-2:SO,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,20,Global Airport Database,637660,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2330928,1872,26.33096101,272.6693376,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,14292.85,14864.22,15411.09,15981.3,16537.02,627429.7629,627447.0241,627231.9902,627209.5761,627352.8073,22.78,23.69,24.57,25.48,26.36,15417.296,627334.2321,24.576,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,14317.996,14589.165,15008.225,15442.906,15893.219,15050.3022,Gravity database,6216999.936,5609000,5850677.296,6476674.592,6965285.325,6223727.43,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,6216999.936,5492023.792,5592075.715,6080231.386,6459247.096,5968115.585,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,South Africa,ZA,ZAF,710,ISO 3166-2:ZA,Africa,Sub-Saharan Africa,Southern Africa,2,202,18,263,Global Airport Database,1219090,the Food and Agriculture Organization (FAO) of the United Nations,8,Maritime Safety Information,2332800,2328733,4067,17.54637498,480.8042783,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,56422.27,56641.21,57339.64,58087.06,58801.93,1220732.8,1220715.733,1220771.556,1220829.34,1220716.836,46.21999999,46.39999999,46.97000001,47.58,48.17000001,57458.422,1220753.253,47.068,World Trade Organization,19223446.75,100504380.5,165431115.3,158232334.4,81570725076,18375865.17,96634265.12,158523057.6,152902831.6,78325716719,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,55908.867,57009.75,57792.519,58558.266,59308.689,57715.6182,Gravity database,294840664.1,381448814.7,404842116.7,387934574.1,335442101.4,360901654.2,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,294840664.1,373493664.8,386947981.4,364188742.2,311071739.1,346108558.3,no,NA,54.4,81.2,86,106.4,225,2.083819626,2.934188438,2.89828421,2.947480459,3.427078988,0.787453782,0.89989845,0.898497538,0.904744054,0.933983593,0.521762103,0.667306469,0.650677349,0.631492887,0.632760922,16873965.66,95576574.5,157731516.7,152534571.7,76910099159,321,13050.01876,284.3869631,50.7084264,15197.05817,268.3117189,62.4570956,501.8515338,8.0477669,3.238632608,-4.278236207,1.997478861,-3.62766347,1,0.032,1,999
South Georgia and the South Sandwich Islands,South Georgia and the South Sandwich Islands,GS,SGS,239,ISO 3166-2:GS,Americas,Latin America and the Caribbean,South America,19,419,5,NA,NA,NA,NA,3,Maritime Safety Information,2332800,2332780,20,-0.940004792,1618.3,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,South Sudan,SS,SSD,728,ISO 3166-2:SS,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,NA,NA,646883,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2330951,1849,26.85730103,959.5705787,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,11066.11,10658.23,10395.33,10447.67,10606.23,564021.9164,564226.0455,564043.9501,564129.0497,564161.1702,19.62,18.89,18.43,18.52,18.8,10634.714,564116.4264,18.852,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,12230.73,10910.774,10975.924,11062.114,11193.729,11274.6542,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Spain,ES,ESP,724,ISO 3166-2:ES,Europe,Southern Europe,NA,150,39,NA,79,Global Airport Database,505969.891,the Food and Agriculture Organization (FAO) of the United Nations,52,Maritime Safety Information,2332800,2330869,1931,13.25445545,627.0787157,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,46473.32,46584.17,46792.04,47131.37,47363.81,502359.9611,502363.5285,502330.0054,502359.5182,502373.8863,92.51,92.73,93.14999999,93.82,94.28,46868.942,502357.3799,93.298,World Trade Organization,257495594.6,1491172101,3374754603,2350812413,3.4817E+11,246924253,1429071242,3233280898,2256490468,3.339E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,46443.958,46593.235,46797.752,47134.838,47363.419,46866.6404,Gravity database,1232088203,1312539279,1420994143,1393046093,1281484640,1328030472,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1232088203,1285166153,1358185802,1307776461,1188382895,1274319903,no,NA,76.6,103.2,111.2,105.4,225.4,2.118392727,2.634956641,3.028830659,2.416385275,3.541753682,0.799332234,0.873535579,0.915424523,0.839577446,0.946522917,0.488343735,0.568350749,0.64289429,0.518908767,0.653721289,246641038.8,1427853257,3231568266,2255237781,3.21153E+11,7,995.630671,234.4470039,172.3193003,872.8698342,270.361807,208.6834287,215.4262764,62.07559669,47.2406702,0.569850804,-0.578565572,-0.769763179,0.192,0.826,0.786,999
Sri Lanka,Sri Lanka,LK,LKA,144,ISO 3166-2:LK,Asia,Southern Asia,NA,142,34,NA,8,Global Airport Database,65610,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2332605,195,26.67352341,1879.846154,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,21425.49,21506.81,21580.71,21649.66,21715.08,62704.46896,62705.72628,62705.45676,62705.38145,62704.16679,341.69,342.98,344.16,345.26,346.31,21575.55,62705.04005,344.08,World Trade Organization,1066413.796,347302828.8,63852439.72,34868140.07,18974590318,1029113.565,334333786.1,61526413.37,33536146.59,18281972810,4,2016; 2017; 2019; 2020,UN Comtrade,21202.999,21444,21670,21802.999,21919.001,21607.7998,Gravity database,81321877.5,87428128.12,87963042.34,83902574.44,80969683.54,84317061.19,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,81321877.5,85604806.52,84075051.14,78766820.73,75087116.88,80971134.55,yes,https://wikimili.com/en/Island_country,22.75,48.5,50,50.5,193.25,1.471550194,2.161150129,2.443684476,2.401324153,2.904641207,0.656989581,0.838462007,0.87407037,0.857762718,0.890430812,0.471195164,0.556760431,0.625724727,0.61231802,0.551796864,1028301.205,334324554.5,61273952.31,33401422.26,17512665793,37,2710.678603,256.7526201,89.56878078,3313.921663,265.8711819,132.1547003,373.0285566,24.47363924,17.72490061,-1.617149811,-0.372587077,-2.402604135,0.964,0.624,0.993,999
Sudan,Sudan,SD,SDN,729,ISO 3166-2:SD,Africa,Northern Africa,NA,2,15,NA,51,Global Airport Database,1878000,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2327093,5707,26.6899763,225.4976345,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,39377.17,40679.83,41999.06,43232.09,44440.49,1765000.896,1764851.627,1764666.387,1765295.631,1764912.232,22.31000001,23.05,23.79999999,24.49,25.18,41945.728,1764945.355,23.766,World Trade Organization,590795.3333,116209842.3,19057801,22083893.67,10345380993,573458.8482,113515466.8,18841581.95,21680034.05,10119477909,3,2016; 2017; 2018,UN Comtrade,39578.827,40813.396,41801.533,42813.236,43849.27,41771.2524,Gravity database,95584378.88,129717804.9,32333780.38,32338079.17,26987563.44,63392321.36,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,95584378.88,127012528.3,30904618.2,30358635.61,25026877.25,61777407.64,no,NA,16.66666667,34,48.66666667,37.33333333,181,1.295697837,2.095300804,2.111665708,2.377522245,2.998159591,0.54459412,0.824921096,0.76340518,0.850269335,0.908630195,0.450325694,0.59494693,0.550683228,0.657427923,0.576838434,573333.1913,113436279.5,18827697.92,21530898.86,9952943552,4,772.981152,255.8146207,242.4473458,524.9428692,268.0652408,229.3039132,158.9081438,79.56060772,56.9219618,1.560890945,-0.153978464,0.230902663,0.108,0.368,0.337,999
Suriname,Suriname,SR,SUR,740,ISO 3166-2:SR,Americas,Latin America and the Caribbean,South America,19,419,5,11,Global Airport Database,163820,the Food and Agriculture Organization (FAO) of the United Nations,4,Maritime Safety Information,2332800,2332373,427,26.15948202,2178.152225,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,581.45,587.56,593.72,600.3,607.07,155884.7185,155851.4589,155832.021,155922.0779,156059.126,3.73,3.77,3.81,3.850000001,3.889999999,594.02,155909.8805,3.81,World Trade Organization,474336.0472,10972814.84,3673173.62,1794620.157,1431033978,455886.7186,10537144.33,3532538.633,1722455.284,1369265789,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,558.368,570.501,575.987,581.363,586.634,574.5706,Gravity database,3620699.648,3591623.596,3996247.906,3984483.762,2884248.048,3615460.592,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,3620699.648,3516719.958,3819612.625,3740589.848,2674703.183,3474465.052,no,NA,4.2,12.6,9.2,14.2,111.2,0.950036671,1.236908939,1.324982896,1.978838348,2.741855205,0.534359714,0.620063934,0.671838955,0.809894657,0.870538469,0.701598446,0.490090696,0.599902972,0.748736372,0.582136499,404231.0089,10256938.57,3273023.215,1009789.352,1206884681,33,2850.521911,273.8104588,103.8492924,3072.895385,269.9860446,137.9637253,374.4182795,27.37941881,19.80157768,-0.593917247,0.139682081,-1.72281388,0.701,0.386,0.975,999
Svalbard and Jan Mayen,Svalbard and Jan Mayen,SJ,SJM,744,ISO 3166-2:SJ,Europe,Northern Europe,NA,150,154,NA,NA,NA,NA,NA,3,Maritime Safety Information,2332800,2331890,910,-8.33095212,449.9989011,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,Sweden,SE,SWE,752,ISO 3166-2:SE,Europe,Northern Europe,NA,150,154,NA,161,Global Airport Database,528860.704,the Food and Agriculture Organization (FAO) of the United Nations,92,Maritime Safety Information,2332800,2329951,2849,2.302559626,650.5475605,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,9953.32,10058.19,10162.3,10267.92,10368.97,407255.3191,407379.1009,407306.6132,407295.5177,407265.1218,24.44,24.69,24.95,25.21,25.46,10162.14,407300.3345,24.95,World Trade Organization,298108574.8,751462582.6,1118032207,191257044.4,1.54655E+11,285917003.2,721248178.1,1073871327,183437192.4,1.48391E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,9903.122,10057.698,10175.214,10278.887,10353.442,10153.6726,Gravity database,510999789.6,541018749.8,555455371.5,533879529.2,541487151.5,536568118.3,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,510999789.6,529735754.3,530904087.9,501200272.4,502147313.1,514997443.5,no,NA,47.2,88.6,99.8,76,221,1.175238932,2.121892294,2.907814952,2.586985872,3.140142162,0.545617826,0.799078897,0.909027586,0.874435058,0.928291402,0.305263096,0.473206331,0.631773932,0.597419344,0.581708758,285912612.8,721198818.9,1073862580,183341150.6,1.47067E+11,111,6836.276315,271.5585639,75.76666638,7511.950999,272.5188614,93.34825649,416.8684173,15.36647348,7.800352515,-1.620834431,-0.062493034,-2.253948149,0.943,0.496,0.992,999
Switzerland,Switzerland,CH,CHE,756,ISO 3166-2:CH,Europe,Western Europe,NA,150,155,NA,91,Global Airport Database,41290.39,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332622,178,5.104526949,1250.275281,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,8372.9,8451.69,8514.43,8575.59,8638.61,39992.83531,39992.85478,39992.62565,39992.49172,39991.71335,209.36,211.33,212.9,214.43,216.01,8510.644,39992.50416,212.806,World Trade Organization,573312170.2,657542487.3,1343056029,299223568.8,2.76447E+11,550190408.4,630893587.5,1288828821,286419524,2.65265E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,8372.098,8451.84,8514.329,8575.28,8636.561,8510.0216,Gravity database,659827261.4,704478517,735539301.6,731767398.1,752248045.7,716772104.7,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,659827261.4,689786553.1,703028257.6,686975242.9,697596118.2,687442686.7,no,NA,77.6,123.6,136.4,112.4,194.6,1.619081869,2.451330895,2.8887752,2.488892558,3.266981771,0.664302662,0.822474637,0.881140153,0.824297853,0.923276195,0.372217815,0.508888432,0.587758996,0.527161472,0.619814079,549825714.2,630845520.8,1288820732,285839034.1,2.56858E+11,34,2749.52329,232.500595,103.1610658,3170.716036,272.7473166,137.2958946,376.6263437,27.72501225,18.94672079,-1.118330551,-1.451639455,-1.801621986,0.846,0.997,0.974,999
Syrian Arab Republic,Syrian Arab Republic,SY,SYR,760,ISO 3166-2:SY,Asia,Western Asia,NA,142,145,NA,6,Global Airport Database,185180,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2332134,666,18.10579611,252.8663664,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,18964.25,18983.37,19333.46,20098.25,20772.6,183708.7087,183715.9586,183708.2858,183713.4369,183714.5131,103.23,103.33,105.24,109.4,113.07,19630.386,183712.1806,106.854,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,18430.452,17095.669,16945.063,17070.131,17500.656,17408.3942,Gravity database,NA,16340665.43,21445775.36,NA,NA,18893220.4,2,gdp_2017; gdp_2018,NA,15999879.36,20497866.06,NA,NA,18248872.71,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taiwan, Province of China","Taiwan, Province of China",TW,TWN,158,ISO 3166-2:TW,Asia,Eastern Asia,NA,142,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WorldClim_v2.1 10 mins,yes,2002,World Trade Organization,23594.47,23665.02,23726.19,23777.74,23821.46,35410.11826,35409.71391,35410.10984,35409.88831,35410.13482,666.32,668.32,670.0400001,671.5,672.7300001,23716.976,35409.99303,669.782,World Trade Organization,24012069.43,286906819.5,872167859.3,1464335906,2.70019E+11,23036703.5,275677975.1,837950321.8,1405491954,2.58729E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,23515.945,23555.522,23580.08,23596.027,23561.236,23561.762,Gravity database,543002000,590780000,608186000,610872000,669324000,604432800,4,gdp_2016; gdp_2017; gdp_2018; gdp_2019,543002000,578459229.1,581304007.8,573479963.3,620696626.5,579388365.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,Tajikistan,TJ,TJK,762,ISO 3166-2:TJ,Asia,Central Asia,NA,142,143,NA,NA,NA,141380,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332279,521,2.887916347,465.6698656,WorldClim_v2.1 10 mins,yes,2013,World Trade Organization,8725.32,8925.53,9128.13,9337,9543.21,143108.414,143106.1408,143096.5669,143095.7854,143098.0657,60.96999999,62.36999999,63.78999998,65.25000002,66.68999999,9131.838,143100.9946,63.81399999,World Trade Organization,4617822,5470325.524,16130692,6396026.4,3082698631,4358721.321,5242013.592,15463089.3,6109765.197,2957011508,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,8734.951,8880.27,9100.847,9321.023,9537.642,9114.9466,Gravity database,6951656.96,7536439.875,7765014.424,8300784.857,8133996.648,7737578.553,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,6951656.96,7379266.733,7421798.603,7792686.185,7543049.822,7417691.661,no,NA,17.2,16.2,23,22,103,1.788228145,1.408167273,1.289358715,1.209369664,2.254291695,0.735380884,0.667326106,0.622461048,0.494099005,0.814798031,0.630485431,0.507344192,0.411127724,0.391527911,0.486496887,4358721.321,5241949.362,15463024.49,6109489.777,2949327157,9,1206.964829,305.7904309,173.2782266,1101.667609,273.7192235,200.1142214,250.5265795,55.31060798,42.77783445,0.420303587,0.579838273,-0.627334114,0.276,0.278,0.731,999
"Tanzania, United Republic of","Tanzania, United Republic of",TZ,TZA,834,ISO 3166-2:TZ,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,46,Global Airport Database,947300,the Food and Agriculture Organization (FAO) of the United Nations,8,Maritime Safety Information,2332800,2330029,2771,22.40128264,964.7888849,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,54401.8,56267.03,58090.44,59872.58,61704.52,885734.2885,885815.9635,885795.0595,885820.0917,885795.5785,61.42,63.52,65.58,67.59,69.66,58067.274,885792.1963,65.554,World Trade Organization,776827.118,6240705.56,4405919.107,19577543.62,8353273862,744144.3344,6014992.658,4240531.787,18795587.22,8010672664,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,55572.201,54660.343,56313.442,58005.463,59734.215,56857.1328,Gravity database,47431036.93,53320625.96,57003713.61,61136873.69,62409709.11,56260391.86,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,47431036.93,52208619.43,54484133.44,57394629.45,57875551.91,53878794.23,no,NA,18.8,30.8,35,45.2,176.6,0.857806534,1.739577401,1.119854092,2.290622668,3.044026562,0.384501271,0.727509165,0.492549544,0.805914123,0.906726535,0.292872376,0.51114942,0.317769685,0.601472675,0.588396954,744144.5342,6014988.658,4240531.587,18679353.75,7934717093,106,6290.001206,250.2953948,81.81804798,7199.918178,266.262758,94.12277426,427.170565,13.91907121,8.19181174,-2.130102229,-1.147157231,-1.502076302,0.976,0.87,0.937,999
Thailand,Thailand,TH,THA,764,ISO 3166-2:TH,Asia,South-eastern Asia,NA,142,35,NA,68,Global Airport Database,513120,the Food and Agriculture Organization (FAO) of the United Nations,21,Maritime Safety Information,2332800,2331244,1556,26.15866022,1410.736504,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,70607.04,70898.2,71127.8,71307.76,71475.66,510904.7757,510904.3741,510902.1692,510873.7641,510905.361,138.2,138.77,139.22,139.58,139.9,71083.292,510898.0888,139.134,World Trade Organization,39058210.22,855509989.8,939869382.8,1506422353,2.17876E+11,37309869.99,819206034.3,901523197.8,1444102879,2.09077E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,68863.518,69209.816,69428.452,69625.58,69799.98,69385.4692,Gravity database,406839689.2,456356961.4,506754616.2,544081056.2,499681757,482742816,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,406839689.2,446839595.3,484355919.7,510777354.6,463379142.1,462438340.2,no,NA,57.4,59.6,55.8,71,226.2,1.82092826,1.53658372,1.927302878,1.437158371,3.076410764,0.723801214,0.673787419,0.741100031,0.642655793,0.907676923,0.449999757,0.37635578,0.479313588,0.337348795,0.567459761,36907319.64,818921906.3,900973687.9,1442574374,1.98685E+11,23,2247.371414,283.2247341,135.7581854,2262.627641,263.5985099,149.7059346,333.1149572,29.62911527,24.30624486,-0.045798686,0.662396567,-0.573833979,0.463,0.244,0.691,999
